Area Code,Area Code (M49),Area,Item Code,Item Code (SDG),Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
154,'807,North Macedonia,24000,'SN_ITK_DEFC,2.1.1 Prevalence of undernourishment (%),6121,Value,2001,2001,%,7.5,,"Global | FAO, Statistics Division | Estimated data | 2000-2002"
154,'807,North Macedonia,24000,'SN_ITK_DEFC,2.1.1 Prevalence of undernourishment (%),6121,Value,2002,2002,%,7.5,,"Global | FAO, Statistics Division | Estimated data | 2001-2003"
154,'807,North Macedonia,24000,'SN_ITK_DEFC,2.1.1 Prevalence of undernourishment (%),6121,Value,2003,2003,%,5.8,,"Global | FAO, Statistics Division | Estimated data | 2002-2004"
154,'807,North Macedonia,24000,'SN_ITK_DEFC,2.1.1 Prevalence of undernourishment (%),6121,Value,2004,2004,%,5.5,,"Global | FAO, Statistics Division | Estimated data | 2003-2005"
154,'807,North Macedonia,24000,'SN_ITK_DEFC,2.1.1 Prevalence of undernourishment (%),6121,Value,2005,2005,%,5,,"Global | FAO, Statistics Division | Estimated data | 2004-2006"
154,'807,North Macedonia,24000,'SN_ITK_DEFC,2.1.1 Prevalence of undernourishment (%),6121,Value,2006,2006,%,4.4,,"Global | FAO, Statistics Division | Estimated data | 2005-2007"
154,'807,North Macedonia,24000,'SN_ITK_DEFC,2.1.1 Prevalence of undernourishment (%),6121,Value,2007,2007,%,3.6,,"Global | FAO, Statistics Division | Estimated data | 2006-2008"
154,'807,North Macedonia,24000,'SN_ITK_DEFC,2.1.1 Prevalence of undernourishment (%),6121,Value,2008,2008,%,2.9,,"Global | FAO, Statistics Division | Estimated data | 2007-2009"
154,'807,North Macedonia,24000,'SN_ITK_DEFC,2.1.1 Prevalence of undernourishment (%),6121,Value,2009,2009,%,3.1,,"Global | FAO, Statistics Division | Estimated data | 2008-2010"
154,'807,North Macedonia,24000,'SN_ITK_DEFC,2.1.1 Prevalence of undernourishment (%),6121,Value,2010,2010,%,3.4,,"Global | FAO, Statistics Division | Estimated data | 2009-2011"
154,'807,North Macedonia,24000,'SN_ITK_DEFC,2.1.1 Prevalence of undernourishment (%),6121,Value,2011,2011,%,3.6,,"Global | FAO, Statistics Division | Estimated data | 2010-2012"
154,'807,North Macedonia,24000,'SN_ITK_DEFC,2.1.1 Prevalence of undernourishment (%),6121,Value,2012,2012,%,3.7,,"Global | FAO, Statistics Division | Estimated data | 2011-2013"
154,'807,North Macedonia,24000,'SN_ITK_DEFC,2.1.1 Prevalence of undernourishment (%),6121,Value,2013,2013,%,3.6,,"Global | FAO, Statistics Division | Estimated data | 2012-2014"
154,'807,North Macedonia,24000,'SN_ITK_DEFC,2.1.1 Prevalence of undernourishment (%),6121,Value,2014,2014,%,3.5,,"Global | FAO, Statistics Division | Estimated data | 2013-2015"
154,'807,North Macedonia,24000,'SN_ITK_DEFC,2.1.1 Prevalence of undernourishment (%),6121,Value,2015,2015,%,3.3,,"Global | FAO, Statistics Division | Estimated data | 2014-2016"
154,'807,North Macedonia,24000,'SN_ITK_DEFC,2.1.1 Prevalence of undernourishment (%),6121,Value,2016,2016,%,3,,"Global | FAO, Statistics Division | Estimated data | 2015-2017"
154,'807,North Macedonia,24000,'SN_ITK_DEFC,2.1.1 Prevalence of undernourishment (%),6121,Value,2017,2017,%,2.8,,"Global | FAO, Statistics Division | Estimated data | 2016-2018"
154,'807,North Macedonia,24000,'SN_ITK_DEFC,2.1.1 Prevalence of undernourishment (%),6121,Value,2018,2018,%,2.5,,"Global | FAO, Statistics Division | Estimated data | 2017-2019"
154,'807,North Macedonia,24000,'SN_ITK_DEFC,2.1.1 Prevalence of undernourishment (%),6121,Value,2019,2019,%,3.1,,"Global | FAO, Statistics Division | Estimated data | 2018-2020"
154,'807,North Macedonia,24000,'SN_ITK_DEFC,2.1.1 Prevalence of undernourishment (%),6121,Value,2020,2020,%,3.3,,"Global | FAO, Statistics Division | Estimates are based on projected values | Estimated data | 2019-2021"
154,'807,North Macedonia,24004,'AG_PRD_FIESSN,2.1.2 Population in severe food insecurity (thousands of people),6199,Value,2015,2015,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | ALLAGE
154,'807,North Macedonia,24004,'AG_PRD_FIESSN,2.1.2 Population in severe food insecurity (thousands of people),6199,Value,2016,2016,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | ALLAGE
154,'807,North Macedonia,24004,'AG_PRD_FIESSN,2.1.2 Population in severe food insecurity (thousands of people),6199,Value,2017,2017,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | ALLAGE
154,'807,North Macedonia,24004,'AG_PRD_FIESSN,2.1.2 Population in severe food insecurity (thousands of people),6199,Value,2018,2018,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | ALLAGE
154,'807,North Macedonia,24004,'AG_PRD_FIESSN,2.1.2 Population in severe food insecurity (thousands of people),6199,Value,2019,2019,1000 persons,104.5,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | ALLAGE
154,'807,North Macedonia,24004,'AG_PRD_FIESSN,2.1.2 Population in severe food insecurity (thousands of people),6199,Value,2020,2020,1000 persons,124.6,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | ALLAGE
154,'807,North Macedonia,24004,'AG_PRD_FIESSN,2.1.2 Population in severe food insecurity (thousands of people),61991,Confidence interval: Lower bound,2015,2015,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | ALLAGE
154,'807,North Macedonia,24004,'AG_PRD_FIESSN,2.1.2 Population in severe food insecurity (thousands of people),61991,Confidence interval: Lower bound,2016,2016,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | ALLAGE
154,'807,North Macedonia,24004,'AG_PRD_FIESSN,2.1.2 Population in severe food insecurity (thousands of people),61991,Confidence interval: Lower bound,2017,2017,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | ALLAGE
154,'807,North Macedonia,24004,'AG_PRD_FIESSN,2.1.2 Population in severe food insecurity (thousands of people),61991,Confidence interval: Lower bound,2018,2018,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | ALLAGE
154,'807,North Macedonia,24004,'AG_PRD_FIESSN,2.1.2 Population in severe food insecurity (thousands of people),61991,Confidence interval: Lower bound,2019,2019,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | ALLAGE
154,'807,North Macedonia,24004,'AG_PRD_FIESSN,2.1.2 Population in severe food insecurity (thousands of people),61991,Confidence interval: Lower bound,2020,2020,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | ALLAGE
154,'807,North Macedonia,24004,'AG_PRD_FIESSN,2.1.2 Population in severe food insecurity (thousands of people),61992,Confidence interval: Upper bound,2015,2015,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | ALLAGE
154,'807,North Macedonia,24004,'AG_PRD_FIESSN,2.1.2 Population in severe food insecurity (thousands of people),61992,Confidence interval: Upper bound,2016,2016,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | ALLAGE
154,'807,North Macedonia,24004,'AG_PRD_FIESSN,2.1.2 Population in severe food insecurity (thousands of people),61992,Confidence interval: Upper bound,2017,2017,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | ALLAGE
154,'807,North Macedonia,24004,'AG_PRD_FIESSN,2.1.2 Population in severe food insecurity (thousands of people),61992,Confidence interval: Upper bound,2018,2018,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | ALLAGE
154,'807,North Macedonia,24004,'AG_PRD_FIESSN,2.1.2 Population in severe food insecurity (thousands of people),61992,Confidence interval: Upper bound,2019,2019,1000 persons,129,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | ALLAGE
154,'807,North Macedonia,24004,'AG_PRD_FIESSN,2.1.2 Population in severe food insecurity (thousands of people),61992,Confidence interval: Upper bound,2020,2020,1000 persons,150.2,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | ALLAGE
154,'807,North Macedonia,24004F,'AG_PRD_FIESSN_F,2.1.2 Population in severe food insecurity (thousands of people) (female),6199,Value,2015,2015,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
154,'807,North Macedonia,24004F,'AG_PRD_FIESSN_F,2.1.2 Population in severe food insecurity (thousands of people) (female),6199,Value,2016,2016,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
154,'807,North Macedonia,24004F,'AG_PRD_FIESSN_F,2.1.2 Population in severe food insecurity (thousands of people) (female),6199,Value,2017,2017,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
154,'807,North Macedonia,24004F,'AG_PRD_FIESSN_F,2.1.2 Population in severe food insecurity (thousands of people) (female),6199,Value,2018,2018,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
154,'807,North Macedonia,24004F,'AG_PRD_FIESSN_F,2.1.2 Population in severe food insecurity (thousands of people) (female),6199,Value,2019,2019,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
154,'807,North Macedonia,24004F,'AG_PRD_FIESSN_F,2.1.2 Population in severe food insecurity (thousands of people) (female),6199,Value,2020,2020,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
154,'807,North Macedonia,24004F,'AG_PRD_FIESSN_F,2.1.2 Population in severe food insecurity (thousands of people) (female),61991,Confidence interval: Lower bound,2015,2015,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
154,'807,North Macedonia,24004F,'AG_PRD_FIESSN_F,2.1.2 Population in severe food insecurity (thousands of people) (female),61991,Confidence interval: Lower bound,2016,2016,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
154,'807,North Macedonia,24004F,'AG_PRD_FIESSN_F,2.1.2 Population in severe food insecurity (thousands of people) (female),61991,Confidence interval: Lower bound,2017,2017,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
154,'807,North Macedonia,24004F,'AG_PRD_FIESSN_F,2.1.2 Population in severe food insecurity (thousands of people) (female),61991,Confidence interval: Lower bound,2018,2018,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
154,'807,North Macedonia,24004F,'AG_PRD_FIESSN_F,2.1.2 Population in severe food insecurity (thousands of people) (female),61991,Confidence interval: Lower bound,2019,2019,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
154,'807,North Macedonia,24004F,'AG_PRD_FIESSN_F,2.1.2 Population in severe food insecurity (thousands of people) (female),61991,Confidence interval: Lower bound,2020,2020,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
154,'807,North Macedonia,24004F,'AG_PRD_FIESSN_F,2.1.2 Population in severe food insecurity (thousands of people) (female),61992,Confidence interval: Upper bound,2015,2015,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
154,'807,North Macedonia,24004F,'AG_PRD_FIESSN_F,2.1.2 Population in severe food insecurity (thousands of people) (female),61992,Confidence interval: Upper bound,2016,2016,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
154,'807,North Macedonia,24004F,'AG_PRD_FIESSN_F,2.1.2 Population in severe food insecurity (thousands of people) (female),61992,Confidence interval: Upper bound,2017,2017,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
154,'807,North Macedonia,24004F,'AG_PRD_FIESSN_F,2.1.2 Population in severe food insecurity (thousands of people) (female),61992,Confidence interval: Upper bound,2018,2018,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
154,'807,North Macedonia,24004F,'AG_PRD_FIESSN_F,2.1.2 Population in severe food insecurity (thousands of people) (female),61992,Confidence interval: Upper bound,2019,2019,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
154,'807,North Macedonia,24004F,'AG_PRD_FIESSN_F,2.1.2 Population in severe food insecurity (thousands of people) (female),61992,Confidence interval: Upper bound,2020,2020,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
154,'807,North Macedonia,24004M,'AG_PRD_FIESSN_M,2.1.2 Population in severe food insecurity (thousands of people) (male),6199,Value,2015,2015,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
154,'807,North Macedonia,24004M,'AG_PRD_FIESSN_M,2.1.2 Population in severe food insecurity (thousands of people) (male),6199,Value,2016,2016,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
154,'807,North Macedonia,24004M,'AG_PRD_FIESSN_M,2.1.2 Population in severe food insecurity (thousands of people) (male),6199,Value,2017,2017,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
154,'807,North Macedonia,24004M,'AG_PRD_FIESSN_M,2.1.2 Population in severe food insecurity (thousands of people) (male),6199,Value,2018,2018,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
154,'807,North Macedonia,24004M,'AG_PRD_FIESSN_M,2.1.2 Population in severe food insecurity (thousands of people) (male),6199,Value,2019,2019,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
154,'807,North Macedonia,24004M,'AG_PRD_FIESSN_M,2.1.2 Population in severe food insecurity (thousands of people) (male),6199,Value,2020,2020,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
154,'807,North Macedonia,24004M,'AG_PRD_FIESSN_M,2.1.2 Population in severe food insecurity (thousands of people) (male),61991,Confidence interval: Lower bound,2015,2015,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
154,'807,North Macedonia,24004M,'AG_PRD_FIESSN_M,2.1.2 Population in severe food insecurity (thousands of people) (male),61991,Confidence interval: Lower bound,2016,2016,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
154,'807,North Macedonia,24004M,'AG_PRD_FIESSN_M,2.1.2 Population in severe food insecurity (thousands of people) (male),61991,Confidence interval: Lower bound,2017,2017,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
154,'807,North Macedonia,24004M,'AG_PRD_FIESSN_M,2.1.2 Population in severe food insecurity (thousands of people) (male),61991,Confidence interval: Lower bound,2018,2018,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
154,'807,North Macedonia,24004M,'AG_PRD_FIESSN_M,2.1.2 Population in severe food insecurity (thousands of people) (male),61991,Confidence interval: Lower bound,2019,2019,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
154,'807,North Macedonia,24004M,'AG_PRD_FIESSN_M,2.1.2 Population in severe food insecurity (thousands of people) (male),61991,Confidence interval: Lower bound,2020,2020,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
154,'807,North Macedonia,24004M,'AG_PRD_FIESSN_M,2.1.2 Population in severe food insecurity (thousands of people) (male),61992,Confidence interval: Upper bound,2015,2015,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
154,'807,North Macedonia,24004M,'AG_PRD_FIESSN_M,2.1.2 Population in severe food insecurity (thousands of people) (male),61992,Confidence interval: Upper bound,2016,2016,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
154,'807,North Macedonia,24004M,'AG_PRD_FIESSN_M,2.1.2 Population in severe food insecurity (thousands of people) (male),61992,Confidence interval: Upper bound,2017,2017,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
154,'807,North Macedonia,24004M,'AG_PRD_FIESSN_M,2.1.2 Population in severe food insecurity (thousands of people) (male),61992,Confidence interval: Upper bound,2018,2018,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
154,'807,North Macedonia,24004M,'AG_PRD_FIESSN_M,2.1.2 Population in severe food insecurity (thousands of people) (male),61992,Confidence interval: Upper bound,2019,2019,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
154,'807,North Macedonia,24004M,'AG_PRD_FIESSN_M,2.1.2 Population in severe food insecurity (thousands of people) (male),61992,Confidence interval: Upper bound,2020,2020,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
154,'807,North Macedonia,24003,'AG_PRD_FIESS,2.1.2 Prevalence of severe food insecurity (%),6121,Value,2015,2015,%,3.6,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | ALLAGE
154,'807,North Macedonia,24003,'AG_PRD_FIESS,2.1.2 Prevalence of severe food insecurity (%),6121,Value,2016,2016,%,3.1,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | ALLAGE
154,'807,North Macedonia,24003,'AG_PRD_FIESS,2.1.2 Prevalence of severe food insecurity (%),6121,Value,2017,2017,%,3.1,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | ALLAGE
154,'807,North Macedonia,24003,'AG_PRD_FIESS,2.1.2 Prevalence of severe food insecurity (%),6121,Value,2018,2018,%,3.2,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | ALLAGE
154,'807,North Macedonia,24003,'AG_PRD_FIESS,2.1.2 Prevalence of severe food insecurity (%),6121,Value,2019,2019,%,5,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | ALLAGE
154,'807,North Macedonia,24003,'AG_PRD_FIESS,2.1.2 Prevalence of severe food insecurity (%),6121,Value,2020,2020,%,6,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | ALLAGE
154,'807,North Macedonia,24003,'AG_PRD_FIESS,2.1.2 Prevalence of severe food insecurity (%),61211,Confidence interval: Lower bound,2015,2015,%,2.4,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | ALLAGE
154,'807,North Macedonia,24003,'AG_PRD_FIESS,2.1.2 Prevalence of severe food insecurity (%),61211,Confidence interval: Lower bound,2016,2016,%,2,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | ALLAGE
154,'807,North Macedonia,24003,'AG_PRD_FIESS,2.1.2 Prevalence of severe food insecurity (%),61211,Confidence interval: Lower bound,2017,2017,%,2,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | ALLAGE
154,'807,North Macedonia,24003,'AG_PRD_FIESS,2.1.2 Prevalence of severe food insecurity (%),61211,Confidence interval: Lower bound,2018,2018,%,2.1,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | ALLAGE
154,'807,North Macedonia,24003,'AG_PRD_FIESS,2.1.2 Prevalence of severe food insecurity (%),61211,Confidence interval: Lower bound,2019,2019,%,3.8,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | ALLAGE
