Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Source Code,Source,Unit,Value,Flag,Note
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),5162,Agricultural Use in nutrients,2012,2012,3050,FAO TIER 1,kg of nutrients,16738797.100000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),5162,Agricultural Use in nutrients,2013,2013,3050,FAO TIER 1,kg of nutrients,19314109.400000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),5162,Agricultural Use in nutrients,2014,2014,3050,FAO TIER 1,kg of nutrients,20428615.700000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),5162,Agricultural Use in nutrients,2015,2015,3050,FAO TIER 1,kg of nutrients,19361837.685000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),5162,Agricultural Use in nutrients,2016,2016,3050,FAO TIER 1,kg of nutrients,22523970.300000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),5162,Agricultural Use in nutrients,2017,2017,3050,FAO TIER 1,kg of nutrients,20996661.300000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),5162,Agricultural Use in nutrients,2018,2018,3050,FAO TIER 1,kg of nutrients,17914001.745000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),5162,Agricultural Use in nutrients,2019,2019,3050,FAO TIER 1,kg of nutrients,17619111.670000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),5162,Agricultural Use in nutrients,2030,2030,3050,FAO TIER 1,kg of nutrients,24487741.516200,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),5162,Agricultural Use in nutrients,2050,2050,3050,FAO TIER 1,kg of nutrients,26140208.664300,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,1994,1994,3050,FAO TIER 1,kg of nutrients,10848600.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,1995,1995,3050,FAO TIER 1,kg of nutrients,7565700.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,1996,1996,3050,FAO TIER 1,kg of nutrients,9120000.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,1997,1997,3050,FAO TIER 1,kg of nutrients,8430000.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,1998,1998,3050,FAO TIER 1,kg of nutrients,7560000.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,1999,1999,3050,FAO TIER 1,kg of nutrients,7500000.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2000,2000,3050,FAO TIER 1,kg of nutrients,5760000.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2001,2001,3050,FAO TIER 1,kg of nutrients,3780000.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2002,2002,3050,FAO TIER 1,kg of nutrients,2690700.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2003,2003,3050,FAO TIER 1,kg of nutrients,3609000.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2004,2004,3050,FAO TIER 1,kg of nutrients,4509000.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2005,2005,3050,FAO TIER 1,kg of nutrients,5427600.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2006,2006,3050,FAO TIER 1,kg of nutrients,5122200.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2007,2007,3050,FAO TIER 1,kg of nutrients,5669100.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2008,2008,3050,FAO TIER 1,kg of nutrients,4703100.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2009,2009,3050,FAO TIER 1,kg of nutrients,5223600.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2010,2010,3050,FAO TIER 1,kg of nutrients,5833200.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2011,2011,3050,FAO TIER 1,kg of nutrients,5442900.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2012,2012,3050,FAO TIER 1,kg of nutrients,5021639.130000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2013,2013,3050,FAO TIER 1,kg of nutrients,5794232.820000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2014,2014,3050,FAO TIER 1,kg of nutrients,6128584.710000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2015,2015,3050,FAO TIER 1,kg of nutrients,5808551.305500,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2016,2016,3050,FAO TIER 1,kg of nutrients,6757191.090000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2017,2017,3050,FAO TIER 1,kg of nutrients,6298998.390000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2018,2018,3050,FAO TIER 1,kg of nutrients,5374200.523500,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2019,2019,3050,FAO TIER 1,kg of nutrients,5285733.501000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2030,2030,3050,FAO TIER 1,kg of nutrients,7346322.454900,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516202,Nitrogen fertilizer content applied that leaches,2050,2050,3050,FAO TIER 1,kg of nutrients,7842062.599300,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,1994,1994,3050,FAO TIER 1,kg of nutrients,3616200.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,1995,1995,3050,FAO TIER 1,kg of nutrients,2521900.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,1996,1996,3050,FAO TIER 1,kg of nutrients,3040000.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,1997,1997,3050,FAO TIER 1,kg of nutrients,2810000.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,1998,1998,3050,FAO TIER 1,kg of nutrients,2520000.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,1999,1999,3050,FAO TIER 1,kg of nutrients,2500000.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2000,2000,3050,FAO TIER 1,kg of nutrients,1920000.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2001,2001,3050,FAO TIER 1,kg of nutrients,1260000.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2002,2002,3050,FAO TIER 1,kg of nutrients,896900.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2003,2003,3050,FAO TIER 1,kg of nutrients,1203000.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2004,2004,3050,FAO TIER 1,kg of nutrients,1503000.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2005,2005,3050,FAO TIER 1,kg of nutrients,1809200.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2006,2006,3050,FAO TIER 1,kg of nutrients,1707400.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2007,2007,3050,FAO TIER 1,kg of nutrients,1889700.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2008,2008,3050,FAO TIER 1,kg of nutrients,1567700.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2009,2009,3050,FAO TIER 1,kg of nutrients,1741200.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2010,2010,3050,FAO TIER 1,kg of nutrients,1944400.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2011,2011,3050,FAO TIER 1,kg of nutrients,1814300.000000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2012,2012,3050,FAO TIER 1,kg of nutrients,1673879.710000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2013,2013,3050,FAO TIER 1,kg of nutrients,1931410.940000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2014,2014,3050,FAO TIER 1,kg of nutrients,2042861.570000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2015,2015,3050,FAO TIER 1,kg of nutrients,1936183.768500,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2016,2016,3050,FAO TIER 1,kg of nutrients,2252397.030000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2017,2017,3050,FAO TIER 1,kg of nutrients,2099666.130000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2018,2018,3050,FAO TIER 1,kg of nutrients,1791400.174500,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2019,2019,3050,FAO TIER 1,kg of nutrients,1761911.167000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2030,2030,3050,FAO TIER 1,kg of nutrients,2448774.151600,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),516201,Nitrogen fertilizer content applied that volatilises,2050,2050,3050,FAO TIER 1,kg of nutrients,2614020.866400,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),1994,1994,3050,FAO TIER 1,kilotonnes,0.568300,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),1995,1995,3050,FAO TIER 1,kilotonnes,0.396300,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),1996,1996,3050,FAO TIER 1,kilotonnes,0.477700,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),1997,1997,3050,FAO TIER 1,kilotonnes,0.441600,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),1998,1998,3050,FAO TIER 1,kilotonnes,0.396000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),1999,1999,3050,FAO TIER 1,kilotonnes,0.392900,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2000,2000,3050,FAO TIER 1,kilotonnes,0.301700,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2001,2001,3050,FAO TIER 1,kilotonnes,0.198000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2002,2002,3050,FAO TIER 1,kilotonnes,0.140900,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2003,2003,3050,FAO TIER 1,kilotonnes,0.189000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2004,2004,3050,FAO TIER 1,kilotonnes,0.236200,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2005,2005,3050,FAO TIER 1,kilotonnes,0.284300,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2006,2006,3050,FAO TIER 1,kilotonnes,0.268300,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2007,2007,3050,FAO TIER 1,kilotonnes,0.297000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2008,2008,3050,FAO TIER 1,kilotonnes,0.246400,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2009,2009,3050,FAO TIER 1,kilotonnes,0.273600,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2010,2010,3050,FAO TIER 1,kilotonnes,0.305500,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2011,2011,3050,FAO TIER 1,kilotonnes,0.285100,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2012,2012,3050,FAO TIER 1,kilotonnes,0.263000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2013,2013,3050,FAO TIER 1,kilotonnes,0.303500,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2014,2014,3050,FAO TIER 1,kilotonnes,0.321000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2015,2015,3050,FAO TIER 1,kilotonnes,0.304300,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2016,2016,3050,FAO TIER 1,kilotonnes,0.353900,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2017,2017,3050,FAO TIER 1,kilotonnes,0.329900,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2018,2018,3050,FAO TIER 1,kilotonnes,0.281500,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2019,2019,3050,FAO TIER 1,kilotonnes,0.276900,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2030,2030,3050,FAO TIER 1,kilotonnes,0.384800,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),72343,Direct emissions (N2O) (Synthetic fertilizers),2050,2050,3050,FAO TIER 1,kilotonnes,0.410800,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),1994,1994,3050,FAO TIER 1,kilotonnes,0.127900,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),1995,1995,3050,FAO TIER 1,kilotonnes,0.089200,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),1996,1996,3050,FAO TIER 1,kilotonnes,0.107500,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),1997,1997,3050,FAO TIER 1,kilotonnes,0.099400,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),1998,1998,3050,FAO TIER 1,kilotonnes,0.089100,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),1999,1999,3050,FAO TIER 1,kilotonnes,0.088400,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2000,2000,3050,FAO TIER 1,kilotonnes,0.067900,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2001,2001,3050,FAO TIER 1,kilotonnes,0.044500,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2002,2002,3050,FAO TIER 1,kilotonnes,0.031700,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2003,2003,3050,FAO TIER 1,kilotonnes,0.042500,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2004,2004,3050,FAO TIER 1,kilotonnes,0.053100,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2005,2005,3050,FAO TIER 1,kilotonnes,0.064000,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2006,2006,3050,FAO TIER 1,kilotonnes,0.060400,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2007,2007,3050,FAO TIER 1,kilotonnes,0.066800,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2008,2008,3050,FAO TIER 1,kilotonnes,0.055400,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2009,2009,3050,FAO TIER 1,kilotonnes,0.061600,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2010,2010,3050,FAO TIER 1,kilotonnes,0.068700,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2011,2011,3050,FAO TIER 1,kilotonnes,0.064100,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2012,2012,3050,FAO TIER 1,kilotonnes,0.059200,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2013,2013,3050,FAO TIER 1,kilotonnes,0.068300,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2014,2014,3050,FAO TIER 1,kilotonnes,0.072200,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2015,2015,3050,FAO TIER 1,kilotonnes,0.068500,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2016,2016,3050,FAO TIER 1,kilotonnes,0.079600,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2017,2017,3050,FAO TIER 1,kilotonnes,0.074200,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2018,2018,3050,FAO TIER 1,kilotonnes,0.063300,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2019,2019,3050,FAO TIER 1,kilotonnes,0.062300,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2030,2030,3050,FAO TIER 1,kilotonnes,0.086600,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723632,Indirect emissions (N2O that leaches) (Synthetic fertilizers),2050,2050,3050,FAO TIER 1,kilotonnes,0.092400,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723631,Indirect emissions (N2O that volatilises) (Synthetic fertilizers),1994,1994,3050,FAO TIER 1,kilotonnes,0.056800,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723631,Indirect emissions (N2O that volatilises) (Synthetic fertilizers),1995,1995,3050,FAO TIER 1,kilotonnes,0.039600,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723631,Indirect emissions (N2O that volatilises) (Synthetic fertilizers),1996,1996,3050,FAO TIER 1,kilotonnes,0.047800,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723631,Indirect emissions (N2O that volatilises) (Synthetic fertilizers),1997,1997,3050,FAO TIER 1,kilotonnes,0.044200,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723631,Indirect emissions (N2O that volatilises) (Synthetic fertilizers),1998,1998,3050,FAO TIER 1,kilotonnes,0.039600,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723631,Indirect emissions (N2O that volatilises) (Synthetic fertilizers),1999,1999,3050,FAO TIER 1,kilotonnes,0.039300,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723631,Indirect emissions (N2O that volatilises) (Synthetic fertilizers),2000,2000,3050,FAO TIER 1,kilotonnes,0.030200,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723631,Indirect emissions (N2O that volatilises) (Synthetic fertilizers),2001,2001,3050,FAO TIER 1,kilotonnes,0.019800,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723631,Indirect emissions (N2O that volatilises) (Synthetic fertilizers),2002,2002,3050,FAO TIER 1,kilotonnes,0.014100,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723631,Indirect emissions (N2O that volatilises) (Synthetic fertilizers),2003,2003,3050,FAO TIER 1,kilotonnes,0.018900,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723631,Indirect emissions (N2O that volatilises) (Synthetic fertilizers),2004,2004,3050,FAO TIER 1,kilotonnes,0.023600,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723631,Indirect emissions (N2O that volatilises) (Synthetic fertilizers),2005,2005,3050,FAO TIER 1,kilotonnes,0.028400,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723631,Indirect emissions (N2O that volatilises) (Synthetic fertilizers),2006,2006,3050,FAO TIER 1,kilotonnes,0.026800,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723631,Indirect emissions (N2O that volatilises) (Synthetic fertilizers),2007,2007,3050,FAO TIER 1,kilotonnes,0.029700,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723631,Indirect emissions (N2O that volatilises) (Synthetic fertilizers),2008,2008,3050,FAO TIER 1,kilotonnes,0.024600,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723631,Indirect emissions (N2O that volatilises) (Synthetic fertilizers),2009,2009,3050,FAO TIER 1,kilotonnes,0.027400,E,
154,'807,North Macedonia,3102,Nutrient nitrogen N (total),723631,Indirect emissions (N2O that volatilises) (Synthetic fertilizers),2010,2010,3050,FAO TIER 1,kilotonnes,0.030600,E,
