Area Code,Area Code (M49),Area,Source Code,Source,Indicator Code,Indicator,Sex Code,Sex,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
154,'807,North Macedonia,3023,Labour force survey,21103,"Employment-to-population ratio by age, 15 to 24, rural areas",3,Female,6121,Value,2018,2018,%,16.040000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21103,"Employment-to-population ratio by age, 15 to 24, rural areas",3,Female,6121,Value,2019,2019,%,18.570000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21104,"Employment-to-population ratio by age, 25 to 54, rural areas",1,Total,6121,Value,2018,2018,%,66.820000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21104,"Employment-to-population ratio by age, 25 to 54, rural areas",1,Total,6121,Value,2019,2019,%,68.470000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21104,"Employment-to-population ratio by age, 25 to 54, rural areas",2,Male,6121,Value,2018,2018,%,78.810000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21104,"Employment-to-population ratio by age, 25 to 54, rural areas",2,Male,6121,Value,2019,2019,%,79.940000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21104,"Employment-to-population ratio by age, 25 to 54, rural areas",3,Female,6121,Value,2018,2018,%,53.660000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21104,"Employment-to-population ratio by age, 25 to 54, rural areas",3,Female,6121,Value,2019,2019,%,56.060000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21105,"Employment-to-population ratio by age, 55 to 64, rural areas",1,Total,6121,Value,2018,2018,%,48.190000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21105,"Employment-to-population ratio by age, 55 to 64, rural areas",1,Total,6121,Value,2019,2019,%,48.820000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21105,"Employment-to-population ratio by age, 55 to 64, rural areas",2,Male,6121,Value,2018,2018,%,64.460000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21105,"Employment-to-population ratio by age, 55 to 64, rural areas",2,Male,6121,Value,2019,2019,%,67.970000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21105,"Employment-to-population ratio by age, 55 to 64, rural areas",3,Female,6121,Value,2018,2018,%,30.900000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21105,"Employment-to-population ratio by age, 55 to 64, rural areas",3,Female,6121,Value,2019,2019,%,28.350000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21101,"Employment-to-population ratio by age, 65+, rural areas",1,Total,6121,Value,2018,2018,%,9.370000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21101,"Employment-to-population ratio by age, 65+, rural areas",1,Total,6121,Value,2019,2019,%,7.150000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21101,"Employment-to-population ratio by age, 65+, rural areas",2,Male,6121,Value,2018,2018,%,12.450000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21101,"Employment-to-population ratio by age, 65+, rural areas",2,Male,6121,Value,2019,2019,%,9.350000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21101,"Employment-to-population ratio by age, 65+, rural areas",3,Female,6121,Value,2018,2018,%,6.750000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21101,"Employment-to-population ratio by age, 65+, rural areas",3,Female,6121,Value,2019,2019,%,5.220000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21125,"Share of employment by status of employment, total, rural areas",1,Total,6199,Value,2018,2018,1000 persons,100.000000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21125,"Share of employment by status of employment, total, rural areas",1,Total,6199,Value,2019,2019,1000 persons,100.000000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21125,"Share of employment by status of employment, total, rural areas",2,Male,6199,Value,2018,2018,1000 persons,100.000000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21125,"Share of employment by status of employment, total, rural areas",2,Male,6199,Value,2019,2019,1000 persons,100.000000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21125,"Share of employment by status of employment, total, rural areas",3,Female,6199,Value,2018,2018,1000 persons,100.000000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21125,"Share of employment by status of employment, total, rural areas",3,Female,6199,Value,2019,2019,1000 persons,100.000000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21133,"Share of employment by status of employment, employees, rural areas",1,Total,6199,Value,2018,2018,1000 persons,60.500000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21133,"Share of employment by status of employment, employees, rural areas",1,Total,6199,Value,2019,2019,1000 persons,65.800000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21133,"Share of employment by status of employment, employees, rural areas",2,Male,6199,Value,2018,2018,1000 persons,61.900000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21133,"Share of employment by status of employment, employees, rural areas",2,Male,6199,Value,2019,2019,1000 persons,67.300000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21133,"Share of employment by status of employment, employees, rural areas",3,Female,6199,Value,2018,2018,1000 persons,58.300000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21133,"Share of employment by status of employment, employees, rural areas",3,Female,6199,Value,2019,2019,1000 persons,63.400000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21135,"Share of employment by status of employment, self-employed, rural areas",1,Total,6199,Value,2018,2018,1000 persons,39.500000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21135,"Share of employment by status of employment, self-employed, rural areas",1,Total,6199,Value,2019,2019,1000 persons,34.100000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21135,"Share of employment by status of employment, self-employed, rural areas",2,Male,6199,Value,2018,2018,1000 persons,38.100000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21135,"Share of employment by status of employment, self-employed, rural areas",2,Male,6199,Value,2019,2019,1000 persons,32.700000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21135,"Share of employment by status of employment, self-employed, rural areas",3,Female,6199,Value,2018,2018,1000 persons,41.700000,X,Repository: Eurostat special tabulation
154,'807,North Macedonia,3023,Labour force survey,21135,"Share of employment by status of employment, self-employed, rural areas",3,Female,6199,Value,2019,2019,1000 persons,36.600000,X,Repository: Eurostat special tabulation
