Area Code,Area,Source Code,Source,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Unit,Value,Flag,Note
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,1983,1983,%,9.200245,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,1984,1984,%,9.721922,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,1985,1985,%,9.567103,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,1986,1986,%,9.653616,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,1987,1987,%,10.221383,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,1988,1988,%,10.697770,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,1989,1989,%,10.808507,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,1990,1990,%,9.744995,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,1991,1991,%,9.856804,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,1992,1992,%,9.705807,X,Break in series: Other or unspecified type of break
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,1993,1993,%,9.893456,X,
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,1994,1994,%,10.105624,X,
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,1995,1995,%,9.384090,X,
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,1996,1996,%,8.962264,X,
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,1997,1997,%,8.673470,X,
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,1998,1998,%,7.978724,X,
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,1999,1999,%,7.407407,X,
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,2000,2000,%,6.486486,X,
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,2001,2001,%,6.250000,X,Data reference period: April
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,2002,2002,%,5.487805,X,Data reference period: April
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,21,Male,2003,2003,%,5.921052,X,Data reference period: April
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,1982,1982,%,6.901978,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,1983,1983,%,6.547417,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,1984,1984,%,6.851022,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,1985,1985,%,5.964950,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,1986,1986,%,6.192543,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,1987,1987,%,5.997001,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,1988,1988,%,6.389266,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,1989,1989,%,6.745713,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,1990,1990,%,5.813585,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,1991,1991,%,5.741879,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,1992,1992,%,6.550231,X,Break in series: Other or unspecified type of break
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,1993,1993,%,5.055995,X,
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,1994,1994,%,6.068820,X,
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,1995,1995,%,4.516916,X,
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,1996,1996,%,4.687500,X,
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,1997,1997,%,4.878049,X,
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,1998,1998,%,4.098361,X,
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,1999,1999,%,3.149606,X,
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,2000,2000,%,3.149606,X,
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,2001,2001,%,2.459016,X,Data reference period: April
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,2002,2002,%,2.586207,X,Data reference period: April
154,North Macedonia,3018,Employment surveys,21152,Share of employees in agriculture (%) -  Annual,31,Female,2003,2003,%,1.739130,X,Data reference period: April
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,1982,1982,%,26.315790,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,1983,1983,%,25.641026,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,1984,1984,%,26.190475,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,1985,1985,%,24.390244,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,1986,1986,%,25.581396,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,1987,1987,%,24.444445,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,1988,1988,%,25.531916,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,1989,1989,%,27.083334,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,1990,1990,%,26.190475,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,1991,1991,%,25.641026,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,1992,1992,%,28.947369,X,Break in series: Other or unspecified type of break
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,1993,1993,%,23.529411,X,
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,1994,1994,%,26.470589,X,
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,1995,1995,%,22.222221,X,
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,1996,1996,%,24.000000,X,
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,1997,1997,%,26.086956,X,
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,1998,1998,%,25.000000,X,
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,1999,1999,%,22.222221,X,
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,2000,2000,%,25.000000,X,
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,2001,2001,%,21.428572,X,Data reference period: April
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,2002,2002,%,25.000000,X,Data reference period: April
154,North Macedonia,3018,Employment surveys,21157,Share of female employees in agriculture (% of employees in agriculture) - Annual,31,Female,2003,2003,%,18.181818,X,Data reference period: April
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,1991,1991,1000 persons,137.082000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,1992,1992,1000 persons,137.785000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,1993,1993,1000 persons,138.676000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,1994,1994,1000 persons,138.410000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,1995,1995,1000 persons,137.897000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,1996,1996,1000 persons,137.624000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,1997,1997,1000 persons,136.599000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,1998,1998,1000 persons,138.343000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,1999,1999,1000 persons,140.322000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,2000,2000,1000 persons,139.480000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,2001,2001,1000 persons,143.719000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,2002,2002,1000 persons,139.629000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,2003,2003,1000 persons,121.501000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,2004,2004,1000 persons,118.176000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,2005,2005,1000 persons,115.719000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,2006,2006,1000 persons,115.027000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,2007,2007,1000 persons,107.804000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,2008,2008,1000 persons,111.761000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,2009,2009,1000 persons,117.712000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,2010,2010,1000 persons,119.702000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,2011,2011,1000 persons,121.928000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,2012,2012,1000 persons,112.973000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,2013,2013,1000 persons,127.630000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,2014,2014,1000 persons,128.105000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,2015,2015,1000 persons,126.802000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,2016,2016,1000 persons,120.741000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,2017,2017,1000 persons,120.682000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,2018,2018,1000 persons,119.617000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,13,Total,2019,2019,1000 persons,111.304000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,1991,1991,1000 persons,83.342000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,1992,1992,1000 persons,84.822000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,1993,1993,1000 persons,83.925000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,1994,1994,1000 persons,84.323000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,1995,1995,1000 persons,84.968000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,1996,1996,1000 persons,85.139000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,1997,1997,1000 persons,84.936000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,1998,1998,1000 persons,84.984000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,1999,1999,1000 persons,84.538000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,2000,2000,1000 persons,84.983000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,2001,2001,1000 persons,86.437000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,2002,2002,1000 persons,83.357000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,2003,2003,1000 persons,72.535000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,2004,2004,1000 persons,71.946000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,2005,2005,1000 persons,70.827000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,2006,2006,1000 persons,70.513000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,2007,2007,1000 persons,67.718000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,2008,2008,1000 persons,71.158000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,2009,2009,1000 persons,74.310000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,2010,2010,1000 persons,74.199000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,2011,2011,1000 persons,73.370000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,2012,2012,1000 persons,67.488000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,2013,2013,1000 persons,72.339000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,2014,2014,1000 persons,77.803000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,2015,2015,1000 persons,77.157000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,2016,2016,1000 persons,75.822000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,2017,2017,1000 persons,74.424000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,2018,2018,1000 persons,75.065000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,23,Male,2019,2019,1000 persons,69.341000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,1991,1991,1000 persons,53.688000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,1992,1992,1000 persons,52.932000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,1993,1993,1000 persons,54.735000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,1994,1994,1000 persons,54.087000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,1995,1995,1000 persons,52.925000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,1996,1996,1000 persons,52.484000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,1997,1997,1000 persons,51.663000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,1998,1998,1000 persons,53.359000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,1999,1999,1000 persons,55.784000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,2000,2000,1000 persons,54.497000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,2001,2001,1000 persons,57.282000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,2002,2002,1000 persons,56.272000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,2003,2003,1000 persons,48.965000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,2004,2004,1000 persons,46.230000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,2005,2005,1000 persons,44.892000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,2006,2006,1000 persons,44.514000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,2007,2007,1000 persons,40.086000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,2008,2008,1000 persons,40.604000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,2009,2009,1000 persons,43.402000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,2010,2010,1000 persons,45.503000,X,
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,2011,2011,1000 persons,48.558000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,2012,2012,1000 persons,45.485000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,2013,2013,1000 persons,55.291000,X,Adjusted
154,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,Employment in agriculture - ILO modelled estimates (thousands) - Annual,33,Female,2014,2014,1000 persons,50.302000,X,Adjusted
