Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,371017.000000,A
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5532,Producer Price (USD/tonne),1992,1992,7021,Annual value,USD,2641.800000,A
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5532,Producer Price (USD/tonne),1993,1993,7021,Annual value,USD,2820.300000,A
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5532,Producer Price (USD/tonne),1994,1994,7021,Annual value,USD,1698.900000,A
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5532,Producer Price (USD/tonne),1995,1995,7021,Annual value,USD,2230.600000,A
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5532,Producer Price (USD/tonne),1996,1996,7021,Annual value,USD,1613.300000,A
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5532,Producer Price (USD/tonne),1997,1997,7021,Annual value,USD,3229.800000,A
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5532,Producer Price (USD/tonne),1998,1998,7021,Annual value,USD,584.400000,A
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5532,Producer Price (USD/tonne),1999,1999,7021,Annual value,USD,1300.500000,A
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,USD,2415.500000,A
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,8388.200000,A
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,3.260000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,15.880000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,17.800000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,20.460000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,15.620000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,39.110000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,7.710000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,17.920000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,18.000000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,18.370000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,17.520000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,17.660000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,19.160000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,19.790000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,20.670000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,22.940000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,24.490000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,46.270000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,68.060000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,89.840000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,96.760000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,108.950000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,112.630000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,93.610000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,93.760000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,98.470000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,106.890000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,114.740000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,115.380000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,114.280000,I
154,'807,North Macedonia,221,'01371,"Almonds, in shell",5539,Producer Price Index (2014-2016 = 100),2022,2022,7021,Annual value,,113.180000,I
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),1992,1992,7021,Annual value,LCU,904.000000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),1993,1993,7021,Annual value,LCU,6600.000000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),1994,1994,7021,Annual value,LCU,15000.000000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),1995,1995,7021,Annual value,LCU,19800.000000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),1996,1996,7021,Annual value,LCU,17900.000000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),1997,1997,7021,Annual value,LCU,20600.000000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),1998,1998,7021,Annual value,LCU,13120.000000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),1999,1999,7021,Annual value,LCU,6260.000000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2000,2000,7021,Annual value,LCU,9740.000000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2001,2001,7021,Annual value,LCU,16300.000000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2002,2002,7021,Annual value,LCU,27870.000000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2003,2003,7021,Annual value,LCU,6830.000000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2004,2004,7021,Annual value,LCU,10830.000000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2005,2005,7021,Annual value,LCU,13560.000000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,LCU,14750.000000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,LCU,14580.000000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,LCU,18040.000000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,16410.000000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,LCU,11791.700000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,14112.300000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,13624.200000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,14152.700000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,13186.400000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,LCU,11852.400000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,LCU,17243.100000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2017,2017,7021,Annual value,LCU,20421.100000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2018,2018,7021,Annual value,LCU,19483.900000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2019,2019,7021,Annual value,LCU,18630.000000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2020,2020,7021,Annual value,LCU,22137.400000,A
154,'807,North Macedonia,515,'01341,Apples,5530,Producer Price (LCU/tonne),2021,2021,7021,Annual value,LCU,16590.000000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),1992,1992,7021,Annual value,SLC,904.000000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),1993,1993,7021,Annual value,SLC,6600.000000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),1994,1994,7021,Annual value,SLC,15000.000000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),1995,1995,7021,Annual value,SLC,19800.000000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),1996,1996,7021,Annual value,SLC,17900.000000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),1997,1997,7021,Annual value,SLC,20600.000000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),1998,1998,7021,Annual value,SLC,13120.000000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),1999,1999,7021,Annual value,SLC,6260.000000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2000,2000,7021,Annual value,SLC,9740.000000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2001,2001,7021,Annual value,SLC,16300.000000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2002,2002,7021,Annual value,SLC,27870.000000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2003,2003,7021,Annual value,SLC,6830.000000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2004,2004,7021,Annual value,SLC,10830.000000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,SLC,13560.000000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,14750.000000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,14580.000000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,18040.000000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,16410.000000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,11791.700000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,14112.300000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,SLC,13624.200000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,SLC,14152.700000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2014,2014,7021,Annual value,SLC,13186.400000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2015,2015,7021,Annual value,SLC,11852.400000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2016,2016,7021,Annual value,SLC,17243.100000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2017,2017,7021,Annual value,SLC,20421.100000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2018,2018,7021,Annual value,SLC,19483.900000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2019,2019,7021,Annual value,SLC,18630.000000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2020,2020,7021,Annual value,SLC,22137.400000,A
154,'807,North Macedonia,515,'01341,Apples,5531,Producer Price (SLC/tonne),2021,2021,7021,Annual value,SLC,16590.000000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),1992,1992,7021,Annual value,USD,177.600000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),1993,1993,7021,Annual value,USD,283.700000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),1994,1994,7021,Annual value,USD,346.700000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),1995,1995,7021,Annual value,USD,522.700000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),1996,1996,7021,Annual value,USD,447.700000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),1997,1997,7021,Annual value,USD,412.000000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),1998,1998,7021,Annual value,USD,240.900000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),1999,1999,7021,Annual value,USD,110.000000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2000,2000,7021,Annual value,USD,147.800000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2001,2001,7021,Annual value,USD,239.600000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2002,2002,7021,Annual value,USD,433.100000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2003,2003,7021,Annual value,USD,125.700000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2004,2004,7021,Annual value,USD,219.200000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2005,2005,7021,Annual value,USD,275.100000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,USD,302.200000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,USD,326.000000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,USD,430.900000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,USD,372.100000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,253.700000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,319.100000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2012,2012,7021,Annual value,USD,284.500000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2013,2013,7021,Annual value,USD,305.000000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2014,2014,7021,Annual value,USD,284.000000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2015,2015,7021,Annual value,USD,213.400000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2016,2016,7021,Annual value,USD,309.400000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2017,2017,7021,Annual value,USD,373.600000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2018,2018,7021,Annual value,USD,373.900000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2019,2019,7021,Annual value,USD,339.100000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2020,2020,7021,Annual value,USD,408.900000,A
154,'807,North Macedonia,515,'01341,Apples,5532,Producer Price (USD/tonne),2021,2021,7021,Annual value,USD,318.400000,A
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,6.410000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,46.830000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,106.430000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,140.490000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,127.000000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,146.160000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,93.090000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,44.420000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,69.110000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,115.650000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,197.740000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,48.460000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,76.840000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,96.210000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,104.650000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,103.450000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,128.000000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,116.430000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,83.670000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,100.130000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,96.670000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,100.420000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,93.560000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,84.100000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,122.340000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,144.890000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,138.240000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,132.180000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,157.070000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,117.710000,I
154,'807,North Macedonia,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2022,2022,7021,Annual value,,111.650000,I
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),1992,1992,7021,Annual value,LCU,2553.000000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),1993,1993,7021,Annual value,LCU,4400.000000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),1994,1994,7021,Annual value,LCU,19400.000000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),1995,1995,7021,Annual value,LCU,11300.000000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),1996,1996,7021,Annual value,LCU,12500.000000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),1997,1997,7021,Annual value,LCU,30000.000000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),1998,1998,7021,Annual value,LCU,19500.000000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),1999,1999,7021,Annual value,LCU,14040.000000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),2000,2000,7021,Annual value,LCU,15000.000000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),2001,2001,7021,Annual value,LCU,31000.000000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),2004,2004,7021,Annual value,LCU,11810.000000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),2005,2005,7021,Annual value,LCU,17460.000000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,LCU,9790.000000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,LCU,17610.000000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,LCU,13390.000000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,33780.000000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,30017.200000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,21209.200000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,25000.000000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,40000.000000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,LCU,29657.700000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,LCU,59638.800000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),2017,2017,7021,Annual value,LCU,28779.000000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),2018,2018,7021,Annual value,LCU,32203.300000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),2019,2019,7021,Annual value,LCU,23960.000000,A
154,'807,North Macedonia,526,'01343,Apricots,5530,Producer Price (LCU/tonne),2020,2020,7021,Annual value,LCU,31062.800000,A
