Area Code,Area Code (M49),Area,Source Code,Source,Indicator Code,Indicator,Sex Code,Sex,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",2,Male,6121,Value,1992,1992,%,9.710000,X,Break in series: Other or unspecified type of break
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",2,Male,6121,Value,1993,1993,%,9.890000,X,
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",2,Male,6121,Value,1994,1994,%,10.110000,X,
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",2,Male,6121,Value,1995,1995,%,9.380000,X,
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",2,Male,6121,Value,1996,1996,%,8.960000,X,
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",2,Male,6121,Value,1997,1997,%,8.670000,X,
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",2,Male,6121,Value,1998,1998,%,7.980000,X,
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",2,Male,6121,Value,1999,1999,%,7.410000,X,
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",2,Male,6121,Value,2000,2000,%,6.490000,X,
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",2,Male,6121,Value,2001,2001,%,6.250000,X,Data reference period: April
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",2,Male,6121,Value,2002,2002,%,5.490000,X,Data reference period: April
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",2,Male,6121,Value,2003,2003,%,5.920000,X,Data reference period: April
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,1982,1982,%,6.900000,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,1983,1983,%,6.550000,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,1984,1984,%,6.850000,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,1985,1985,%,5.960000,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,1986,1986,%,6.190000,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,1987,1987,%,6.000000,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,1988,1988,%,6.390000,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,1989,1989,%,6.750000,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,1990,1990,%,5.810000,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,1991,1991,%,5.740000,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,1992,1992,%,6.550000,X,Break in series: Other or unspecified type of break
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,1993,1993,%,5.060000,X,
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,1994,1994,%,6.070000,X,
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,1995,1995,%,4.520000,X,
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,1996,1996,%,4.690000,X,
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,1997,1997,%,4.880000,X,
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,1998,1998,%,4.100000,X,
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,1999,1999,%,3.150000,X,
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,2000,2000,%,3.150000,X,
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,2001,2001,%,2.460000,X,Data reference period: April
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,2002,2002,%,2.590000,X,Data reference period: April
154,'807,North Macedonia,3018,Employment surveys,21152,"Share of employees in agriculture, forestry and fishing in total employees",3,Female,6121,Value,2003,2003,%,1.740000,X,Data reference period: April
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,1982,1982,%,26.320000,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,1983,1983,%,25.640000,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,1984,1984,%,26.190000,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,1985,1985,%,24.390000,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,1986,1986,%,25.580000,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,1987,1987,%,24.440000,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,1988,1988,%,25.530000,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,1989,1989,%,27.080000,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,1990,1990,%,26.190000,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,1991,1991,%,25.640000,X,Institutional sector coverage: Nonstandard institutional sector coverage
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,1992,1992,%,28.950000,X,Break in series: Other or unspecified type of break
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,1993,1993,%,23.530000,X,
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,1994,1994,%,26.470000,X,
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,1995,1995,%,22.220000,X,
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,1996,1996,%,24.000000,X,
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,1997,1997,%,26.090000,X,
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,1998,1998,%,25.000000,X,
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,1999,1999,%,22.220000,X,
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,2000,2000,%,25.000000,X,
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,2001,2001,%,21.430000,X,Data reference period: April
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,2002,2002,%,25.000000,X,Data reference period: April
154,'807,North Macedonia,3018,Employment surveys,21157,"Share of female employees in total employees in agriculture, forestry and fishing",3,Female,6121,Value,2003,2003,%,18.180000,X,Data reference period: April
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,1991,1991,1000 persons,168.580000,X,
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,1992,1992,1000 persons,162.930000,X,
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,1993,1993,1000 persons,158.640000,X,
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,1994,1994,1000 persons,152.200000,X,
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,1995,1995,1000 persons,139.050000,X,
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,1996,1996,1000 persons,131.350000,X,
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,1997,1997,1000 persons,134.760000,X,
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,1998,1998,1000 persons,137.750000,X,
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,1999,1999,1000 persons,141.120000,X,
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2000,2000,1000 persons,138.090000,X,
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2001,2001,1000 persons,140.920000,X,
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2002,2002,1000 persons,137.610000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2003,2003,1000 persons,123.080000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2004,2004,1000 persons,99.200000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2005,2005,1000 persons,106.000000,X,
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2006,2006,1000 persons,115.110000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2007,2007,1000 persons,107.950000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2008,2008,1000 persons,118.440000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2009,2009,1000 persons,114.370000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2010,2010,1000 persons,116.670000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2011,2011,1000 persons,121.950000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2012,2012,1000 persons,113.060000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2013,2013,1000 persons,127.840000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2014,2014,1000 persons,128.180000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2015,2015,1000 persons,126.480000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2016,2016,1000 persons,120.550000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2017,2017,1000 persons,120.610000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2018,2018,1000 persons,119.590000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2019,2019,1000 persons,111.280000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2020,2020,1000 persons,87.390000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,6199,Value,2021,2021,1000 persons,83.650000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,1991,1991,1000 persons,105.860000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,1992,1992,1000 persons,102.450000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,1993,1993,1000 persons,99.750000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,1994,1994,1000 persons,96.430000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,1995,1995,1000 persons,88.310000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,1996,1996,1000 persons,83.740000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,1997,1997,1000 persons,85.740000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,1998,1998,1000 persons,85.890000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,1999,1999,1000 persons,85.790000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2000,2000,1000 persons,84.400000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2001,2001,1000 persons,84.460000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2002,2002,1000 persons,81.510000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2003,2003,1000 persons,73.030000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2004,2004,1000 persons,60.790000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2005,2005,1000 persons,64.400000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2006,2006,1000 persons,70.500000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2007,2007,1000 persons,67.720000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2008,2008,1000 persons,72.750000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2009,2009,1000 persons,70.470000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2010,2010,1000 persons,70.270000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2011,2011,1000 persons,73.290000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2012,2012,1000 persons,67.520000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2013,2013,1000 persons,72.370000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2014,2014,1000 persons,77.760000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2015,2015,1000 persons,76.900000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2016,2016,1000 persons,75.650000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2017,2017,1000 persons,74.330000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2018,2018,1000 persons,75.010000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2019,2019,1000 persons,69.290000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2020,2020,1000 persons,55.950000,X,Adjusted
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,6199,Value,2021,2021,1000 persons,57.320000,X,Adjusted
