Area Code,Area Code (M49),Area,Months Code,Months,Element Code,Element,Year Code,Year,Unit,Value,Flag
154,'807,North Macedonia,7002,February,7271,Temperature change,2016,2016,°C,5.487000,E
154,'807,North Macedonia,7002,February,7271,Temperature change,2017,2017,°C,2.414000,E
154,'807,North Macedonia,7002,February,7271,Temperature change,2018,2018,°C,1.216000,E
154,'807,North Macedonia,7002,February,7271,Temperature change,2019,2019,°C,1.653000,E
154,'807,North Macedonia,7002,February,7271,Temperature change,2020,2020,°C,2.636000,E
154,'807,North Macedonia,7002,February,7271,Temperature change,2021,2021,°C,2.405000,E
154,'807,North Macedonia,7002,February,7271,Temperature change,2022,2022,°C,1.916000,E
154,'807,North Macedonia,7002,February,6078,Standard Deviation,1992,1992,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,1993,1993,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,1994,1994,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,1995,1995,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,1996,1996,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,1997,1997,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,1998,1998,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,1999,1999,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2000,2000,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2001,2001,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2002,2002,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2003,2003,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2004,2004,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2005,2005,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2006,2006,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2007,2007,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2008,2008,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2009,2009,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2010,2010,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2011,2011,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2012,2012,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2013,2013,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2014,2014,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2015,2015,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2016,2016,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2017,2017,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2018,2018,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2019,2019,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2020,2020,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2021,2021,°C,,M
154,'807,North Macedonia,7002,February,6078,Standard Deviation,2022,2022,°C,,M
154,'807,North Macedonia,7003,March,7271,Temperature change,1992,1992,°C,0.272000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,1993,1993,°C,-0.794000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,1994,1994,°C,2.532000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,1995,1995,°C,0.154000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,1996,1996,°C,-3.088000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,1997,1997,°C,-0.361000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,1998,1998,°C,-1.687000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,1999,1999,°C,1.110000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2000,2000,°C,0.075000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2001,2001,°C,4.838000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2002,2002,°C,2.850000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2003,2003,°C,-0.844000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2004,2004,°C,0.882000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2005,2005,°C,-0.119000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2006,2006,°C,0.503000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2007,2007,°C,2.315000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2008,2008,°C,2.503000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2009,2009,°C,0.197000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2010,2010,°C,1.138000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2011,2011,°C,1.024000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2012,2012,°C,1.707000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2013,2013,°C,1.274000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2014,2014,°C,2.875000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2015,2015,°C,0.261000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2016,2016,°C,2.078000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2017,2017,°C,3.791000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2018,2018,°C,1.959000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2019,2019,°C,3.643000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2020,2020,°C,1.756000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2021,2021,°C,-0.003000,E
154,'807,North Macedonia,7003,March,7271,Temperature change,2022,2022,°C,-1.381000,E
154,'807,North Macedonia,7003,March,6078,Standard Deviation,1992,1992,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,1993,1993,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,1994,1994,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,1995,1995,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,1996,1996,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,1997,1997,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,1998,1998,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,1999,1999,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2000,2000,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2001,2001,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2002,2002,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2003,2003,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2004,2004,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2005,2005,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2006,2006,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2007,2007,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2008,2008,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2009,2009,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2010,2010,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2011,2011,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2012,2012,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2013,2013,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2014,2014,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2015,2015,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2016,2016,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2017,2017,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2018,2018,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2019,2019,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2020,2020,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2021,2021,°C,,M
154,'807,North Macedonia,7003,March,6078,Standard Deviation,2022,2022,°C,,M
154,'807,North Macedonia,7004,April,7271,Temperature change,1992,1992,°C,0.364000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,1993,1993,°C,0.243000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,1994,1994,°C,1.100000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,1995,1995,°C,-0.418000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,1996,1996,°C,-0.871000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,1997,1997,°C,-3.972000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,1998,1998,°C,1.756000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,1999,1999,°C,1.255000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2000,2000,°C,2.618000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2001,2001,°C,-0.115000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2002,2002,°C,-0.058000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2003,2003,°C,-1.254000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2004,2004,°C,1.172000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2005,2005,°C,0.366000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2006,2006,°C,1.466000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2007,2007,°C,1.360000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2008,2008,°C,1.261000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2009,2009,°C,1.479000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2010,2010,°C,1.432000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2011,2011,°C,0.499000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2012,2012,°C,1.431000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2013,2013,°C,2.252000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2014,2014,°C,0.897000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2015,2015,°C,0.254000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2016,2016,°C,3.629000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2017,2017,°C,0.770000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2018,2018,°C,4.828000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2019,2019,°C,1.382000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2020,2020,°C,0.287000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2021,2021,°C,-0.636000,E
154,'807,North Macedonia,7004,April,7271,Temperature change,2022,2022,°C,0.747000,E
154,'807,North Macedonia,7004,April,6078,Standard Deviation,1992,1992,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,1993,1993,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,1994,1994,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,1995,1995,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,1996,1996,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,1997,1997,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,1998,1998,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,1999,1999,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2000,2000,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2001,2001,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2002,2002,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2003,2003,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2004,2004,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2005,2005,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2006,2006,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2007,2007,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2008,2008,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2009,2009,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2010,2010,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2011,2011,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2012,2012,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2013,2013,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2014,2014,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2015,2015,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2016,2016,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2017,2017,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2018,2018,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2019,2019,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2020,2020,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2021,2021,°C,,M
154,'807,North Macedonia,7004,April,6078,Standard Deviation,2022,2022,°C,,M
154,'807,North Macedonia,7005,May,7271,Temperature change,1992,1992,°C,-0.501000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,1993,1993,°C,0.955000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,1994,1994,°C,1.092000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,1995,1995,°C,-0.265000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,1996,1996,°C,1.709000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,1997,1997,°C,1.243000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,1998,1998,°C,-0.084000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,1999,1999,°C,1.155000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2000,2000,°C,1.910000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2001,2001,°C,1.197000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2002,2002,°C,0.863000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2003,2003,°C,3.293000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2004,2004,°C,-1.387000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2005,2005,°C,1.178000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2006,2006,°C,0.732000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2007,2007,°C,1.959000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2008,2008,°C,1.033000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2009,2009,°C,1.823000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2010,2010,°C,1.037000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2011,2011,°C,0.179000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2012,2012,°C,0.557000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2013,2013,°C,2.431000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2014,2014,°C,0.076000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2015,2015,°C,2.180000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2016,2016,°C,-0.102000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2017,2017,°C,1.017000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2018,2018,°C,3.055000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2019,2019,°C,-0.435000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2020,2020,°C,0.836000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2021,2021,°C,1.149000,E
154,'807,North Macedonia,7005,May,7271,Temperature change,2022,2022,°C,1.867000,E
154,'807,North Macedonia,7005,May,6078,Standard Deviation,1992,1992,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,1993,1993,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,1994,1994,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,1995,1995,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,1996,1996,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,1997,1997,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,1998,1998,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,1999,1999,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2000,2000,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2001,2001,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2002,2002,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2003,2003,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2004,2004,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2005,2005,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2006,2006,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2007,2007,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2008,2008,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2009,2009,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2010,2010,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2011,2011,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2012,2012,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2013,2013,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2014,2014,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2015,2015,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2016,2016,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2017,2017,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2018,2018,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2019,2019,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2020,2020,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2021,2021,°C,,M
154,'807,North Macedonia,7005,May,6078,Standard Deviation,2022,2022,°C,,M
154,'807,North Macedonia,7006,June,7271,Temperature change,1992,1992,°C,-0.156000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,1993,1993,°C,0.937000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,1994,1994,°C,0.338000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,1995,1995,°C,1.044000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,1996,1996,°C,1.218000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,1997,1997,°C,1.369000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,1998,1998,°C,1.517000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,1999,1999,°C,1.273000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2000,2000,°C,1.432000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2001,2001,°C,0.265000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2002,2002,°C,1.813000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2003,2003,°C,3.067000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2004,2004,°C,0.294000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2005,2005,°C,-0.095000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2006,2006,°C,0.402000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2007,2007,°C,2.713000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2008,2008,°C,1.848000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2009,2009,°C,0.795000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2010,2010,°C,0.783000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2011,2011,°C,0.871000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2012,2012,°C,2.859000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2013,2013,°C,0.914000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2014,2014,°C,0.687000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2015,2015,°C,0.505000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2016,2016,°C,2.131000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2017,2017,°C,2.407000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2018,2018,°C,1.241000,E
